"","camera","imgtype","zoom","timestamp","gain","frame","lifter","exposure","genotype","plantbarcode","trial","cartag","measurementlabel","other","image","treatment","trait","value","label"
"3833","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","sy3","none","sy3","quinoa","file/path/PSII_HDR_plant_salt_37tes_nsy3_sy3_7-21-22.INF","salt","index_frequencies_index_ari",0,"98.5"
"3834","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","sy3","none","sy3","quinoa","file/path/PSII_HDR_plant_salt_37tes_nsy3_sy3_7-21-22.INF","salt","index_frequencies_index_ari",0,"99.5"
"3835","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","in_bounds",1,"none"
"3836","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","area",56875,"pixels"
"3837","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","convex_hull_area",102374.5,"pixels"
"3838","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","solidity",0.555558269,"none"
"3839","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","perimeter",4874.353217,"pixels"
"3840","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","width",362,"pixels"
"3841","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","height",402,"pixels"
"3842","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","longest_path",2699,"pixels"
"3843","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","center_of_mass",383.8260044,"x"
"3844","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","center_of_mass",531.762567,"y"
"3845","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","convex_hull_vertices",27,"none"
"3846","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","object_in_frame",1,"none"
"3847","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","ellipse_center",385.0663147,"x"
"3848","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","ellipse_center",536.187439,"y"
"3849","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","ellipse_major_axis",335.3404236,"pixels"
"3850","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","ellipse_minor_axis",276.3291321,"pixels"
"3851","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","ellipse_angle",9.460867882,"degrees"
"3852","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","ellipse_eccentricity",0.5665524,"none"
"3853","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_mean_Fv/Fm",0.812701519,"none"
"3854","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_median_Fv/Fm",0.81560603,"none"
"3855","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_max_Fv/Fm",1,"none"
"3856","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_mode_Fv/Fm",0.81,"none"
"3857","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",0,"0"
"3858","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",2,"0.01"
"3859","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",1,"0.02"
"3860","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",2,"0.03"
"3861","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",1,"0.04"
"3862","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",4,"0.05"
"3863","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",1,"0.06"
"3864","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",0,"0.07"
"3865","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",0,"0.08"
"3866","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",2,"0.09"
"3867","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",0,"0.1"
"3868","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",1,"0.11"
"3869","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",3,"0.12"
"3870","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",3,"0.13"
"3871","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",3,"0.14"
"3872","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",1,"0.15"
"3873","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",1,"0.16"
"3874","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",0,"0.17"
"3875","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",2,"0.18"
"3876","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",4,"0.19"
"3877","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",3,"0.2"
"3878","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",6,"0.21"
"3879","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",6,"0.22"
"3880","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",1,"0.23"
"3881","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",2,"0.24"
"3882","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",5,"0.25"
"3883","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",2,"0.26"
"3884","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",6,"0.27"
"3885","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",4,"0.28"
"3886","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",2,"0.29"
"3887","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",4,"0.3"
"3888","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",8,"0.31"
"3889","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",4,"0.32"
"3890","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",8,"0.33"
"3891","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",4,"0.34"
"3892","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",6,"0.35"
"3893","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",5,"0.36"
"3894","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",8,"0.37"
"3895","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",14,"0.38"
"3896","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",11,"0.39"
"3897","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",11,"0.4"
"3898","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",5,"0.41"
"3899","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",9,"0.42"
"3900","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",10,"0.43"
"3901","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",13,"0.44"
"3902","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",14,"0.45"
"3903","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",10,"0.46"
"3904","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",14,"0.47"
"3905","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",23,"0.48"
"3906","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",21,"0.49"
"3907","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",22,"0.5"
"3908","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",26,"0.51"
"3909","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",24,"0.52"
"3910","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",27,"0.53"
"3911","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",28,"0.54"
"3912","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",30,"0.55"
"3913","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",41,"0.56"
"3914","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",34,"0.57"
"3915","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",32,"0.58"
"3916","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",41,"0.59"
"3917","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",53,"0.6"
"3918","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",51,"0.61"
"3919","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",59,"0.62"
"3920","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",86,"0.63"
"3921","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",79,"0.64"
"3922","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",90,"0.65"
"3923","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",90,"0.66"
"3924","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",86,"0.67"
"3925","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",91,"0.68"
"3926","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",129,"0.69"
"3927","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",141,"0.7"
"3928","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",223,"0.71"
"3929","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",274,"0.72"
"3930","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",437,"0.73"
"3931","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",722,"0.74"
"3932","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",1182,"0.75"
"3933","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",1894,"0.76"
"3934","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",2883,"0.77"
"3935","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",4041,"0.78"
"3936","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",5208,"0.79"
"3937","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",6181,"0.8"
"3938","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",6787,"0.81"
"3939","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",6596,"0.82"
"3940","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",5827,"0.83"
"3941","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",4312,"0.84"
"3942","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",3115,"0.85"
"3943","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",1864,"0.86"
"3944","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",1081,"0.87"
"3945","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",618,"0.88"
"3946","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",311,"0.89"
"3947","HDR","PSII","none","7/21/22","none","none","salt",NA,"37tes","none","nsy4","none","sy4","quinoa","file/path/PSII_HDR_plant_no_salt_37tes_nsy4_sy4_7-21-22.INF","no_salt","yii_hist_Fv/Fm",169,"0.9"
