"","camera","imgtype","zoom","timestamp","gain","frame","lifter","exposure","genotype","plantbarcode","trial","cartag","measurementlabel","other","image","treatment","trait","value","label"
"11846","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.178765596,"0.524999976"
"11847","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.156650264,"0.575000048"
"11848","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.126241684,"0.625"
"11849","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.122555795,"0.674999952"
"11850","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.170472347,"0.725000024"
"11851","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.140063766,"0.774999976"
"11852","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.121634323,"0.825000048"
"11853","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.127163156,"0.875"
"11854","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.118869907,"0.924999952"
"11855","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.164943514,"0.975000024"
"11856","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.199959455,"1.024999976"
"11857","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.263541033,"1.075000048"
"11858","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.533532371,"1.125"
"11859","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.83393229,"1.174999952"
"11860","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",1.315862221,"1.225000024"
"11861","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",1.818986012,"1.274999976"
"11862","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.266821474,"1.325000048"
"11863","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.491660677,"1.375"
"11864","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.757044655,"1.424999952"
"11865","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.901715781,"1.475000024"
"11866","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.886050755,"1.524999976"
"11867","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",3.151434732,"1.575000048"
"11868","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",3.249110779,"1.625"
"11869","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",3.57623339,"1.674999952"
"11870","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",3.441698457,"1.725000024"
"11871","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",3.375352463,"1.774999976"
"11872","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.997548884,"1.825000048"
"11873","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.86669984,"1.875"
"11874","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.60039439,"1.924999952"
"11875","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.619745305,"1.975000024"
"11876","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.714656936,"2.025000095"
"11877","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.839977147,"2.074999809"
"11878","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.998470356,"2.125"
"11879","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.98280533,"2.175000191"
"11880","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",3.128397929,"2.224999905"
"11881","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",3.57162603,"2.275000095"
"11882","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",4.149389064,"2.324999809"
"11883","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",4.739131236,"2.375"
"11884","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",4.673706714,"2.425000191"
"11885","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",4.310646689,"2.474999905"
"11886","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",3.599270194,"2.525000095"
"11887","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.752437294,"2.574999809"
"11888","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",2.106485321,"2.625"
"11889","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",1.488177512,"2.675000191"
"11890","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",1.134332209,"2.724999905"
"11891","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.867105287,"2.775000095"
"11892","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.634894307,"2.824999809"
"11893","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.447835462,"2.875"
"11894","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.28381342,"2.925000191"
"11895","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.208252705,"2.974999905"
"11896","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.152964376,"3.025000095"
"11897","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.098597519,"3.074999809"
"11898","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.088461326,"3.125"
"11899","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.052523912,"3.175000191"
"11900","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.050680968,"3.224999905"
"11901","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.040544774,"3.275000095"
"11902","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.039623302,"3.324999809"
"11903","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.026722692,"3.375"
"11904","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.029487109,"3.425000191"
"11905","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.028565636,"3.474999905"
"11906","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.014743554,"3.525000095"
"11907","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.027644164,"3.574999809"
"11908","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.011057666,"3.625"
"11909","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.011979138,"3.675000191"
"11910","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.010136194,"3.724999905"
"11911","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.006450305,"3.775000095"
"11912","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.008293249,"3.824999809"
"11913","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.011057666,"3.875"
"11914","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.005528833,"3.925000191"
"11915","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.007371777,"3.974999905"
"11916","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.003685889,"4.025000095"
"11917","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.003685889,"4.074999809"
"11918","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.006450305,"4.125"
"11919","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.002764416,"4.175000191"
"11920","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.004607361,"4.224999905"
"11921","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.000921472,"4.275000095"
"11922","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.001842944,"4.324999809"
"11923","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.001842944,"4.375"
"11924","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.001842944,"4.425000191"
"11925","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.000921472,"4.474999905"
"11926","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0,"4.525000095"
"11927","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0,"4.574999809"
"11928","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.000921472,"4.625"
"11929","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.003685889,"4.675000191"
"11930","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.003685889,"4.724999905"
"11931","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0,"4.775000095"
"11932","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0.001842944,"4.824999809"
"11933","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0,"4.875"
"11934","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0,"4.925000191"
"11935","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ci_rededge",0,"4.974999905"
"11936","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","mean_index_ndvi",0.593157649,"none"
"11937","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","med_index_ndvi",0.629221082,"none"
"11938","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","std_index_ndvi",0.141008154,"none"
"11939","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.055288329,"0.005"
"11940","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.072796299,"0.015"
"11941","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.059895689,"0.024999999"
"11942","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.057131273,"0.035"
"11943","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.075560716,"0.045000002"
"11944","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.070953355,"0.055"
"11945","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.061738634,"0.064999998"
"11946","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.050680968,"0.075000003"
"11947","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.052523912,"0.085000001"
"11948","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.062660106,"0.094999999"
"11949","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.071874827,"0.105000004"
"11950","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.066345994,"0.114999995"
"11951","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.05160244,"0.125"
"11952","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.058052745,"0.13499999"
"11953","HDR","PSII","none","7/21/22","none","none","salt",NA,"qq56","none","nsy5","none","sy5","quinoa","file/path/PSII_HDR_plant_no_salt_qq56_nsy5_sy5_7-21-22.INF","no_salt","index_frequencies_index_ndvi",0.055288329,"0.145000011"
