"","X","meta","color_chip_size","median_color_chip_height","median_color_chip_width","num_mask_shapes","horizontal_reference_position","height_above_reference","height_below_reference","area_above_reference","percent_area_above_reference","area_below_reference","percent_area_below_reference","in_bounds","area","convex_hull_area","solidity","perimeter","width","height","longest_path","convex_hull_vertices","object_in_frame","ellipse_major_axis","ellipse_minor_axis","ellipse_angle","ellipse_eccentricity","hue_circular_mean","hue_circular_std","hue_median"
"1",1,"/file/path/snapshot94/VIS_SV_0_z1_h1_g0_e65_v500_new_194_0.png",1296.5,37,37,6,1365,420,7,51104,99.8788257827463,62,0.121174217253645,TRUE,51166,166671.5,0.306987097374176,4383.38312590122,562,427,3924,13,TRUE,548.345397949219,411.103393554688,104.557754516602,0.661759558866339,40.675775074192,52.0879025626636,18
"2",2,"/file/path/snapshot94/VIS_SV_90_z1_h1_g0_e65_v500_new_195_0.png",1296.5,37,37,16,1365,373,0,32735,100,0,0,TRUE,32735,135977,0.240739242666039,6249.73334431648,510,373,3343,17,TRUE,493.73291015625,431.390167236328,65.6842956542969,0.486407915772408,31.5769006485959,55.7741616590051,26
"3",3,"/file/path/snapshot95/VIS_SV_0_z1_h1_g0_e65_v500_new_197_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,"/file/path/snapshot95/VIS_SV_90_z1_h1_g0_e65_v500_new_198_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,"/file/path/snapshot1403/VIS_SV_0_z1_h1_g0_e65_v500_new_1028_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,"/file/path/snapshot1403/VIS_SV_90_z1_h1_g0_e65_v500_new_1029_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,"/file/path/snapshot1404/VIS_SV_0_z1_h1_g0_e65_v500_new_1031_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,"/file/path/snapshot1404/VIS_SV_90_z1_h1_g0_e65_v500_new_1032_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,"/file/path/snapshot1405/VIS_SV_0_z1_h1_g0_e65_v500_new_1040_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,"/file/path/snapshot1405/VIS_SV_90_z1_h1_g0_e65_v500_new_1041_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,"/file/path/snapshot1406/VIS_SV_0_z1_h1_g0_e65_v500_new_1046_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,"/file/path/snapshot1406/VIS_SV_90_z1_h1_g0_e65_v500_new_1047_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,"/file/path/snapshot1407/VIS_SV_0_z1_h1_g0_e65_v500_new_1052_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,"/file/path/snapshot1407/VIS_SV_90_z1_h1_g0_e65_v500_new_1053_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,"/file/path/snapshot1408/VIS_SV_0_z1_h1_g0_e65_v500_new_1055_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,"/file/path/snapshot1408/VIS_SV_90_z1_h1_g0_e65_v500_new_1056_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,"/file/path/snapshot1409/VIS_SV_0_z1_h1_g0_e65_v500_new_1064_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,"/file/path/snapshot1409/VIS_SV_90_z1_h1_g0_e65_v500_new_1065_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,"/file/path/snapshot1410/VIS_SV_0_z1_h1_g0_e65_v500_new_1070_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,"/file/path/snapshot1410/VIS_SV_90_z1_h1_g0_e65_v500_new_1071_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,"/file/path/snapshot1411/VIS_SV_0_z1_h1_g0_e65_v500_new_1076_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",22,"/file/path/snapshot1411/VIS_SV_90_z1_h1_g0_e65_v500_new_1077_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,"/file/path/snapshot1412/VIS_SV_0_z1_h1_g0_e65_v500_new_1082_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,"/file/path/snapshot1412/VIS_SV_90_z1_h1_g0_e65_v500_new_1083_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,"/file/path/snapshot1413/VIS_SV_0_z1_h1_g0_e65_v500_new_1088_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,"/file/path/snapshot1413/VIS_SV_90_z1_h1_g0_e65_v500_new_1089_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",27,"/file/path/snapshot1414/VIS_SV_0_z1_h1_g0_e65_v500_new_1094_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,"/file/path/snapshot1414/VIS_SV_90_z1_h1_g0_e65_v500_new_1095_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,"/file/path/snapshot1415/VIS_SV_0_z1_h1_g0_e65_v500_new_1097_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,"/file/path/snapshot1415/VIS_SV_90_z1_h1_g0_e65_v500_new_1098_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,"/file/path/snapshot1416/VIS_SV_0_z1_h1_g0_e65_v500_new_1106_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,"/file/path/snapshot1416/VIS_SV_90_z1_h1_g0_e65_v500_new_1107_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",33,"/file/path/snapshot1417/VIS_SV_0_z1_h1_g0_e65_v500_new_1112_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,"/file/path/snapshot1417/VIS_SV_90_z1_h1_g0_e65_v500_new_1113_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",35,"/file/path/snapshot1418/VIS_SV_0_z1_h1_g0_e65_v500_new_1118_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",36,"/file/path/snapshot1418/VIS_SV_90_z1_h1_g0_e65_v500_new_1119_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,"/file/path/snapshot1419/VIS_SV_0_z1_h1_g0_e65_v500_new_1124_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",38,"/file/path/snapshot1419/VIS_SV_90_z1_h1_g0_e65_v500_new_1125_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,"/file/path/snapshot1420/VIS_SV_0_z1_h1_g0_e65_v500_new_1130_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,"/file/path/snapshot1420/VIS_SV_90_z1_h1_g0_e65_v500_new_1131_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,"/file/path/snapshot1421/VIS_SV_0_z1_h1_g0_e65_v500_new_1136_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,"/file/path/snapshot1421/VIS_SV_90_z1_h1_g0_e65_v500_new_1137_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,"/file/path/snapshot1422/VIS_SV_0_z1_h1_g0_e65_v500_new_1142_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,"/file/path/snapshot1422/VIS_SV_90_z1_h1_g0_e65_v500_new_1143_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,"/file/path/snapshot1423/VIS_SV_0_z1_h1_g0_e65_v500_new_1148_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,"/file/path/snapshot1423/VIS_SV_90_z1_h1_g0_e65_v500_new_1149_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,"/file/path/snapshot1424/VIS_SV_0_z1_h1_g0_e65_v500_new_1154_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,"/file/path/snapshot1424/VIS_SV_90_z1_h1_g0_e65_v500_new_1155_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,"/file/path/snapshot1425/VIS_SV_0_z1_h1_g0_e65_v500_new_1160_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,"/file/path/snapshot1425/VIS_SV_90_z1_h1_g0_e65_v500_new_1161_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",51,"/file/path/snapshot1426/VIS_SV_0_z1_h1_g0_e65_v500_new_1166_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",52,"/file/path/snapshot1426/VIS_SV_90_z1_h1_g0_e65_v500_new_1167_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,"/file/path/snapshot1427/VIS_SV_0_z1_h1_g0_e65_v500_new_1172_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,"/file/path/snapshot1427/VIS_SV_90_z1_h1_g0_e65_v500_new_1173_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,"/file/path/snapshot1428/VIS_SV_0_z1_h1_g0_e65_v500_new_1178_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,"/file/path/snapshot1428/VIS_SV_90_z1_h1_g0_e65_v500_new_1179_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",57,"/file/path/snapshot1429/VIS_SV_0_z1_h1_g0_e65_v500_new_1184_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",58,"/file/path/snapshot1429/VIS_SV_90_z1_h1_g0_e65_v500_new_1185_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,"/file/path/snapshot1430/VIS_SV_0_z1_h1_g0_e65_v500_new_1187_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,"/file/path/snapshot1430/VIS_SV_90_z1_h1_g0_e65_v500_new_1188_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,"/file/path/snapshot1431/VIS_SV_0_z1_h1_g0_e65_v500_new_1196_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",62,"/file/path/snapshot1431/VIS_SV_90_z1_h1_g0_e65_v500_new_1197_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,"/file/path/snapshot1432/VIS_SV_0_z1_h1_g0_e65_v500_new_1202_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",64,"/file/path/snapshot1432/VIS_SV_90_z1_h1_g0_e65_v500_new_1203_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,"/file/path/snapshot1433/VIS_SV_0_z1_h1_g0_e65_v500_new_1205_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",66,"/file/path/snapshot1433/VIS_SV_90_z1_h1_g0_e65_v500_new_1206_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",67,"/file/path/snapshot1434/VIS_SV_0_z1_h1_g0_e65_v500_new_1214_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",68,"/file/path/snapshot1434/VIS_SV_90_z1_h1_g0_e65_v500_new_1215_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",69,"/file/path/snapshot1435/VIS_SV_0_z1_h1_g0_e65_v500_new_1220_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,"/file/path/snapshot1435/VIS_SV_90_z1_h1_g0_e65_v500_new_1221_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",71,"/file/path/snapshot1436/VIS_SV_0_z1_h1_g0_e65_v500_new_1226_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",72,"/file/path/snapshot1436/VIS_SV_90_z1_h1_g0_e65_v500_new_1227_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",73,"/file/path/snapshot1437/VIS_SV_0_z1_h1_g0_e65_v500_new_1232_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,"/file/path/snapshot1437/VIS_SV_90_z1_h1_g0_e65_v500_new_1233_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,"/file/path/snapshot1438/VIS_SV_0_z1_h1_g0_e65_v500_new_1238_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",76,"/file/path/snapshot1438/VIS_SV_90_z1_h1_g0_e65_v500_new_1239_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",77,"/file/path/snapshot1439/VIS_SV_0_z1_h1_g0_e65_v500_new_1244_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",78,"/file/path/snapshot1439/VIS_SV_90_z1_h1_g0_e65_v500_new_1245_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",79,"/file/path/snapshot1440/VIS_SV_0_z1_h1_g0_e65_v500_new_1250_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",80,"/file/path/snapshot1440/VIS_SV_90_z1_h1_g0_e65_v500_new_1251_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,"/file/path/snapshot1441/VIS_SV_0_z1_h1_g0_e65_v500_new_1256_0.png",1296.5,37,37,1,1365,44,0,794,100,0,0,TRUE,794,764,1.03926701570681,119.597979068756,26,44,320,17,TRUE,49.9581642150879,20.332332611084,15.9188184738159,0.913433868114269,82.5140676059289,33.5613754032933,80
"82",82,"/file/path/snapshot1441/VIS_SV_90_z1_h1_g0_e65_v500_new_1257_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,"/file/path/snapshot1442/VIS_SV_0_z1_h1_g0_e65_v500_new_1262_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,"/file/path/snapshot1442/VIS_SV_90_z1_h1_g0_e65_v500_new_1263_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",85,"/file/path/snapshot1443/VIS_SV_0_z1_h1_g0_e65_v500_new_1268_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86,"/file/path/snapshot1443/VIS_SV_90_z1_h1_g0_e65_v500_new_1269_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,"/file/path/snapshot1444/VIS_SV_0_z1_h1_g0_e65_v500_new_1271_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,"/file/path/snapshot1444/VIS_SV_90_z1_h1_g0_e65_v500_new_1272_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,"/file/path/snapshot1445/VIS_SV_0_z1_h1_g0_e65_v500_new_1277_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",90,"/file/path/snapshot1445/VIS_SV_90_z1_h1_g0_e65_v500_new_1278_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",91,"/file/path/snapshot1446/VIS_SV_0_z1_h1_g0_e65_v500_new_1286_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",92,"/file/path/snapshot1446/VIS_SV_90_z1_h1_g0_e65_v500_new_1287_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",93,"/file/path/snapshot1447/VIS_SV_0_z1_h1_g0_e65_v500_new_1292_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",94,"/file/path/snapshot1447/VIS_SV_90_z1_h1_g0_e65_v500_new_1293_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,"/file/path/snapshot1448/VIS_SV_0_z1_h1_g0_e65_v500_new_1298_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",96,"/file/path/snapshot1448/VIS_SV_90_z1_h1_g0_e65_v500_new_1299_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,"/file/path/snapshot1449/VIS_SV_0_z1_h1_g0_e65_v500_new_1304_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,"/file/path/snapshot1449/VIS_SV_90_z1_h1_g0_e65_v500_new_1305_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",99,"/file/path/snapshot1450/VIS_SV_0_z1_h1_g0_e65_v500_new_1310_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,"/file/path/snapshot1450/VIS_SV_90_z1_h1_g0_e65_v500_new_1311_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",101,"/file/path/snapshot1451/VIS_SV_0_z1_h1_g0_e65_v500_new_1316_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,"/file/path/snapshot1451/VIS_SV_90_z1_h1_g0_e65_v500_new_1317_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
