"","X","meta","color_chip_size","median_color_chip_height","median_color_chip_width","num_mask_shapes","horizontal_reference_position","height_above_reference","height_below_reference","area_above_reference","percent_area_above_reference","area_below_reference","percent_area_below_reference","in_bounds","area","convex_hull_area","solidity","perimeter","width","height","longest_path","convex_hull_vertices","object_in_frame","ellipse_major_axis","ellipse_minor_axis","ellipse_angle","ellipse_eccentricity","hue_circular_mean","hue_circular_std","hue_median"
"13465",13465,"/file/path/snapshot18253/VIS_SV_0_z1_h1_g0_e65_v500_new_52961_0.png",1296.5,37,37,5,1365,694,0,32681,100,0,0,TRUE,32681,77626,0.421005848555896,3350.64414525032,185,694,4449,19,TRUE,637.273071289062,137.089050292969,174.70588684082,0.976588014662322,66.0047997691905,21.813473887379,70
"13466",13466,"/file/path/snapshot18253/VIS_SV_90_z1_h1_g0_e65_v500_new_52962_0.png",1296.5,37,37,4,1365,784,0,39527,100,0,0,TRUE,39527,348497,0.113421349394686,6367.26784873009,1009,784,6472,10,TRUE,976.4619140625,545.156372070312,64.1218872070312,0.829640739549749,63.6453102081836,28.5778946169127,66
"13467",13467,"/file/path/snapshot18254/VIS_SV_0_z1_h1_g0_e65_v500_new_52966_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13468",13468,"/file/path/snapshot18254/VIS_SV_90_z1_h1_g0_e65_v500_new_52968_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13469",13469,"/file/path/snapshot18255/VIS_SV_0_z1_h1_g0_e65_v500_new_52973_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13470",13470,"/file/path/snapshot18255/VIS_SV_90_z1_h1_g0_e65_v500_new_52974_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13471",13471,"/file/path/snapshot18256/VIS_SV_0_z1_h1_g0_e65_v500_new_52979_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13472",13472,"/file/path/snapshot18256/VIS_SV_90_z1_h1_g0_e65_v500_new_52980_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13473",13473,"/file/path/snapshot18257/VIS_SV_0_z1_h1_g0_e65_v500_new_52985_0.png",1296.5,37,37,3,1365,560,12,46276,99.6447104928834,165,0.355289507116556,TRUE,46441,261265,0.177754387307906,5906.8898011446,956,572,6093,20,TRUE,843.236572265625,401.265502929688,109.267730712891,0.879519149033959,79.6997114451159,31.5316416496935,80
"13474",13474,"/file/path/snapshot18257/VIS_SV_90_z1_h1_g0_e65_v500_new_52986_0.png",1296.5,37,37,6,1365,528,0,36816,100,0,0,TRUE,36816,110559.5,0.332997164422777,3186.52002727985,318,528,3332,18,TRUE,452.865386962891,329.722137451172,168.421310424805,0.685492388146784,80.6276716833595,25.5143484719944,80
"13475",13475,"/file/path/snapshot18258/VIS_SV_0_z1_h1_g0_e65_v500_new_52991_0.png",1296.5,37,37,3,1365,369,0,13499,100,0,0,TRUE,13499,62505.5,0.215964995080433,1856.3261231184,338,369,3074,22,TRUE,431.294067382812,172.974548339844,43.2372703552246,0.916052041072527,66.9847068913895,33.2205245130694,68
"13476",13476,"/file/path/snapshot18258/VIS_SV_90_z1_h1_g0_e65_v500_new_52992_0.png",1296.5,37,37,3,1365,366,0,18039,100,0,0,TRUE,18039,89282.5,0.202044073586649,2950.07279193401,395,366,3220,32,TRUE,467.576599121094,299.415893554688,107.86156463623,0.768077510708022,65.2734604451065,34.0973924145222,68
"13477",13477,"/file/path/snapshot18259/VIS_SV_0_z1_h1_g0_e65_v500_new_52997_0.png",1296.5,37,37,4,1365,606,0,50117,100,0,0,TRUE,50117,325854.5,0.153801773490929,7010.23991715908,842,606,5810,25,TRUE,1071.74584960938,432.632415771484,105.89183807373,0.91490434039443,75.3768292534194,28.1459494352123,78
"13478",13478,"/file/path/snapshot18259/VIS_SV_90_z1_h1_g0_e65_v500_new_52998_0.png",1296.5,37,37,6,1365,607,0,32736,100,0,0,TRUE,32736,72566.5,0.451117251073154,3446.60594534874,209,607,4131,22,TRUE,594.529968261719,139.479843139648,170.409088134766,0.97209072803732,72.9653437787083,25.2948620137803,76
"13479",13479,"/file/path/snapshot18260/VIS_SV_0_z1_h1_g0_e65_v500_new_53000_0.png",1296.5,37,37,11,1365,944,0,63946,100,0,0,TRUE,63946,299224.5,0.21370576272999,6301.93246662617,719,944,6565,20,TRUE,1074.46520996094,459.627319335938,136.869918823242,0.903886149044471,39.1558355139057,28.1719939271588,40
"13480",13480,"/file/path/snapshot18260/VIS_SV_90_z1_h1_g0_e65_v500_new_53001_0.png",1296.5,37,37,6,1365,928,0,69027,100,0,0,TRUE,69027,375401.5,0.183875131026381,6545.84901618958,764,928,6302,23,TRUE,1510.9873046875,613.709594726562,145.381500244141,0.913799921167869,43.8143268740211,28.3281190839201,46
"13481",13481,"/file/path/snapshot18261/VIS_SV_0_z1_h1_g0_e65_v500_new_53009_0.png",1296.5,37,37,2,1365,145,0,3267,100,0,0,TRUE,3267,7156,0.45653996646171,786.16218495369,112,145,1170,14,TRUE,143.944763183594,76.8575286865234,29.490743637085,0.845523852503463,84.9451545136713,40.0632977460031,80
"13482",13482,"/file/path/snapshot18261/VIS_SV_90_z1_h1_g0_e65_v500_new_53010_0.png",1296.5,37,37,1,1365,155,0,5321,100,0,0,TRUE,5321,8636,0.616141732283465,595.261973500252,88,155,1085,23,TRUE,135.31884765625,80.5577087402344,7.64122104644775,0.803490388559075,88.1396816950907,29.4387047593194,86
"13483",13483,"/file/path/snapshot18262/VIS_SV_0_z1_h1_g0_e65_v500_new_53015_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13484",13484,"/file/path/snapshot18262/VIS_SV_90_z1_h1_g0_e65_v500_new_53016_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13485",13485,"/file/path/snapshot18263/VIS_SV_0_z1_h1_g0_e65_v500_new_53021_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13486",13486,"/file/path/snapshot18263/VIS_SV_90_z1_h1_g0_e65_v500_new_53022_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13487",13487,"/file/path/snapshot18264/VIS_SV_0_z1_h1_g0_e65_v500_new_53027_0.png",1296.5,37,37,4,1365,767,29,59014,99.4975721607769,298,0.502427839223091,TRUE,59312,417687.5,0.142000897800389,7347.40860188007,846,796,6172,23,TRUE,1087.16259765625,566.041809082031,81.1624069213867,0.853764266100461,60.6464128474722,33.521180059043,64
"13488",13488,"/file/path/snapshot18264/VIS_SV_90_z1_h1_g0_e65_v500_new_53028_0.png",1296.5,37,37,4,1365,815,107,52650,96.0065645514223,2190,3.99343544857768,TRUE,54840,215348,0.254657577502461,3757.64499664307,396,922,5394,26,TRUE,922.235473632812,714.551147460938,55.6527633666992,0.632202299096491,57.5982012999462,26.7892101833558,58
"13489",13489,"/file/path/snapshot18265/VIS_SV_0_z1_h1_g0_e65_v500_new_53030_0.png",1296.5,37,37,3,1365,843,0,77328,100,0,0,TRUE,77328,501343,0.154241706775601,6990.05096971989,961,843,6646,18,TRUE,1035.10827636719,613.9677734375,108.62279510498,0.805096737588214,67.7753421424081,24.1847883129633,72
"13490",13490,"/file/path/snapshot18265/VIS_SV_90_z1_h1_g0_e65_v500_new_53031_0.png",1296.5,37,37,6,1365,824,0,62972,100,0,0,TRUE,62972,189775.5,0.33182365479211,4946.1439217329,416,824,5741,26,TRUE,1188.13513183594,295.335327148438,164.278411865234,0.96861381029392,70.8037103534369,20.8080577682696,74
"13491",13491,"/file/path/snapshot18266/VIS_SV_0_z1_h1_g0_e65_v500_new_53039_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13492",13492,"/file/path/snapshot18266/VIS_SV_90_z1_h1_g0_e65_v500_new_53040_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13493",13493,"/file/path/snapshot18267/VIS_SV_0_z1_h1_g0_e65_v500_new_53045_0.png",1296.5,37,37,5,1365,598,0,36083,100,0,0,TRUE,36083,134174.5,0.268925913642309,3536.19937419891,329,598,3738,15,TRUE,517.068969726562,344.710968017578,11.231032371521,0.74535889590325,78.4705139556804,27.4813234330071,80
"13494",13494,"/file/path/snapshot18267/VIS_SV_90_z1_h1_g0_e65_v500_new_53046_0.png",1296.5,37,37,2,1365,572,0,53548,100,0,0,TRUE,53548,312103.5,0.171571289652311,6008.97058343887,1010,572,6217,18,TRUE,900.872192382812,460.476104736328,91.4921646118164,0.859494636162646,77.4009700195028,29.6306144828014,78
"13495",13495,"/file/path/snapshot18268/VIS_SV_0_z1_h1_g0_e65_v500_new_53051_0.png",1296.5,37,37,3,1365,658,0,33398,100,0,0,TRUE,33398,64192,0.520282901296112,1821.44991493225,150,658,3751,21,TRUE,582.849365234375,125.090240478516,174.154144287109,0.976697963165287,72.6056747129155,25.7203098496262,78
"13496",13496,"/file/path/snapshot18268/VIS_SV_90_z1_h1_g0_e65_v500_new_53052_0.png",1296.5,37,37,6,1365,668,0,52951,100,0,0,TRUE,52951,321564,0.164667064721175,7499.3494707346,834,668,5825,19,TRUE,707.984252929688,524.694030761719,73.0662078857422,0.671383900981775,70.2388724304631,26.8022337876646,76
"13497",13497,"/file/path/snapshot18269/VIS_SV_0_z1_h1_g0_e65_v500_new_53057_0.png",1296.5,37,37,2,1365,230,0,11596,100,0,0,TRUE,11596,43556,0.266231977224722,1647.54064369202,318,230,2228,15,TRUE,561.598693847656,250.827911376953,145.166748046875,0.894717784867467,83.0310974971157,29.7542219328041,82
"13498",13498,"/file/path/snapshot18269/VIS_SV_90_z1_h1_g0_e65_v500_new_53058_0.png",1296.5,37,37,2,1365,259,0,12043,100,0,0,TRUE,12043,25213.5,0.477640946318441,1643.49470496178,196,259,1689,15,TRUE,328.717712402344,104.42700958252,150.837158203125,0.948198018322672,86.0057198611899,29.4638260664201,84
"13499",13499,"/file/path/snapshot18270/VIS_SV_0_z1_h1_g0_e65_v500_new_53063_0.png",1296.5,37,37,2,1365,909,0,72812,100,0,0,TRUE,72812,371756,0.195859649877877,4820.92125070095,786,909,6333,11,TRUE,926.480407714844,566.487976074219,40.0304069519043,0.791290134082268,58.8241373758703,27.3639514502739,64
"13500",13500,"/file/path/snapshot18270/VIS_SV_90_z1_h1_g0_e65_v500_new_53064_0.png",1296.5,37,37,3,1365,900,0,59277,100,0,0,TRUE,59277,342813.5,0.172913260417107,7026.95248830318,710,900,5735,13,TRUE,860.356872558594,713.503295898438,31.3842506408691,0.558787527887407,52.9406369163207,28.3330392585878,56
"13501",13501,"/file/path/snapshot18271/VIS_SV_0_z1_h1_g0_e65_v500_new_53069_0.png",1296.5,37,37,6,1365,512,0,38013,100,0,0,TRUE,38013,142045.5,0.267611434364341,2661.79009640217,515,512,3411,16,TRUE,471.642974853516,345.94140625,139.081069946289,0.679709393292303,83.7827382153662,26.6739052230156,84
"13502",13502,"/file/path/snapshot18271/VIS_SV_90_z1_h1_g0_e65_v500_new_53070_0.png",1296.5,37,37,4,1365,537,0,48430,100,0,0,TRUE,48430,233900,0.207054296707995,4484.20411682129,821,537,5734,16,TRUE,902.100463867188,362.666595458984,61.0717887878418,0.915628857978854,83.9895841166574,29.2799504962178,84
"13503",13503,"/file/path/snapshot18272/VIS_SV_0_z1_h1_g0_e65_v500_new_53075_0.png",1296.5,37,37,2,1365,423,0,20816,100,0,0,TRUE,20816,122773,0.169548679269872,3282.90237224102,542,423,3937,14,TRUE,604.234069824219,571.780395507812,152.090087890625,0.323320364143897,74.0698035413052,39.0219906666564,76
"13504",13504,"/file/path/snapshot18272/VIS_SV_90_z1_h1_g0_e65_v500_new_53076_0.png",1296.5,37,37,6,1365,414,0,19931,100,0,0,TRUE,19931,69323,0.287509196082108,2880.88876056671,307,414,2597,14,TRUE,341.724212646484,307.764984130859,172.434982299805,0.434599399586653,77.2392083472839,35.4128583301967,82
"13505",13505,"/file/path/snapshot18273/VIS_SV_0_z1_h1_g0_e65_v500_new_53081_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13506",13506,"/file/path/snapshot18273/VIS_SV_90_z1_h1_g0_e65_v500_new_53082_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13507",13507,"/file/path/snapshot18274/VIS_SV_0_z1_h1_g0_e65_v500_new_53087_0.png",1296.5,37,37,1,1365,396,0,22033,100,0,0,TRUE,22033,53396.5,0.412630041294841,1877.78592050076,233,396,2745,24,TRUE,336.81982421875,197.318420410156,6.70943689346313,0.810435546824928,72.7293533202351,28.967129834031,76
"13508",13508,"/file/path/snapshot18274/VIS_SV_90_z1_h1_g0_e65_v500_new_53088_0.png",1296.5,37,37,2,1365,382,0,27964,100,0,0,TRUE,27964,160449.5,0.174285367046952,3988.71617329121,750,382,5052,22,TRUE,617.118408203125,265.272857666016,95.6283721923828,0.902896835059786,74.2961074502036,37.0715274654787,74
"13509",13509,"/file/path/snapshot18275/VIS_SV_0_z1_h1_g0_e65_v500_new_53093_0.png",1296.5,37,37,10,1365,918,0,73245,100,0,0,TRUE,73245,311748,0.23494938219331,6234.7395991087,576,918,5256,17,TRUE,739.455871582031,635.884155273438,173.810531616211,0.510403173557511,84.9216080415478,23.4050225752,86
"13510",13510,"/file/path/snapshot18275/VIS_SV_90_z1_h1_g0_e65_v500_new_53094_0.png",1296.5,37,37,9,1365,885,0,72173,100,0,0,TRUE,72173,609440,0.118425111577842,8511.12738072872,1103,885,6826,20,TRUE,2030.25927734375,697.871398925781,105.567054748535,0.939066650015578,82.9700102381097,29.0556154401674,84
"13511",13511,"/file/path/snapshot18276/VIS_SV_0_z1_h1_g0_e65_v500_new_53099_0.png",1296.5,37,37,4,1365,377,4,14657,99.7278356127101,40,0.272164387289923,TRUE,14697,64193,0.228950197061985,1648.50373768806,263,381,2588,28,TRUE,540.664184570312,330.031127929688,69.3267288208008,0.792079488183802,83.9159374263258,29.8388648961826,84
"13512",13512,"/file/path/snapshot18276/VIS_SV_90_z1_h1_g0_e65_v500_new_53100_0.png",1296.5,37,37,1,1365,362,6,13829,99.6110350788734,54,0.388964921126558,TRUE,13883,56612.5,0.245228527268713,1428.6143475771,289,368,2618,24,TRUE,564.00439453125,187.148147583008,23.4477119445801,0.943342589529362,86.0033271139988,33.9317772704765,86
"13513",13513,"/file/path/snapshot18277/VIS_SV_0_z1_h1_g0_e65_v500_new_53102_0.png",1296.5,37,37,6,1365,638,0,49597,100,0,0,TRUE,49597,291034.5,0.17041622213174,6154.03338932991,788,638,4822,14,TRUE,703.032165527344,463.540924072266,99.934211730957,0.75184029665307,69.7098762718058,27.0750531653751,74
"13514",13514,"/file/path/snapshot18277/VIS_SV_90_z1_h1_g0_e65_v500_new_53103_0.png",1296.5,37,37,5,1365,625,0,44492,100,0,0,TRUE,44492,159966.5,0.278133234145899,4649.32888400555,530,625,4243,18,TRUE,782.72265625,369.947174072266,140.999420166016,0.881254819147396,71.306750406595,25.6428447605988,76
"13515",13515,"/file/path/snapshot18278/VIS_SV_0_z1_h1_g0_e65_v500_new_53111_0.png",1296.5,37,37,3,1365,627,0,59463,100,0,0,TRUE,59463,327284.5,0.181685964352116,5935.25890743732,950,627,5299,15,TRUE,853.743286132812,493.098968505859,94.9599761962891,0.816339125824229,64.1508836318008,28.0762105927361,70
"13516",13516,"/file/path/snapshot18278/VIS_SV_90_z1_h1_g0_e65_v500_new_53112_0.png",1296.5,37,37,5,1365,619,0,49980,100,0,0,TRUE,49980,266648,0.187438120668447,5669.84374785423,742,619,5392,18,TRUE,828.867248535156,402.319549560547,118.704132080078,0.874300641906708,63.6277820004521,30.1141733794494,68
"13517",13517,"/file/path/snapshot18279/VIS_SV_0_z1_h1_g0_e65_v500_new_53117_0.png",1296.5,37,37,9,1365,928,0,61601,100,0,0,TRUE,61601,350541.5,0.175730976218222,4372.78653073311,826,928,6594,12,TRUE,996.946655273438,627.227844238281,116.429946899414,0.777284839238799,50.736659225575,31.7629354304222,54
"13518",13518,"/file/path/snapshot18279/VIS_SV_90_z1_h1_g0_e65_v500_new_53118_0.png",1296.5,37,37,10,1365,946,0,60037,100,0,0,TRUE,60037,245244,0.244805173623004,6438.77368998528,359,946,6541,27,TRUE,897.253479003906,297.736175537109,4.87892580032349,0.943338985532746,48.1841622253216,30.1126603812948,52
"13519",13519,"/file/path/snapshot18280/VIS_SV_0_z1_h1_g0_e65_v500_new_53123_0.png",1296.5,37,37,2,1365,711,0,46932,100,0,0,TRUE,46932,129318.5,0.362917911977018,4131.93216836452,329,711,4543,21,TRUE,686.294677734375,298.791534423828,7.19992160797119,0.900252019294172,68.8236763873919,29.3446748085956,74
"13520",13520,"/file/path/snapshot18280/VIS_SV_90_z1_h1_g0_e65_v500_new_53124_0.png",1296.5,37,37,5,1365,719,0,45982,100,0,0,TRUE,45982,329011,0.139758245165055,6495.46416866779,865,719,5141,13,TRUE,1059.35205078125,468.720062255859,120.780403137207,0.896788634633954,67.2577057107021,31.936978399556,72
"13521",13521,"/file/path/snapshot18281/VIS_SV_0_z1_h1_g0_e65_v500_new_53129_0.png",1296.5,37,37,1,1365,392,0,27597,100,0,0,TRUE,27597,94584,0.291772392793707,2261.22869515419,436,392,2934,20,TRUE,431.367309570312,221.230117797852,51.5309600830078,0.858473534479719,81.0132976232802,24.9825991079142,82
"13522",13522,"/file/path/snapshot18281/VIS_SV_90_z1_h1_g0_e65_v500_new_53130_0.png",1296.5,37,37,2,1365,387,0,29959,100,0,0,TRUE,29959,146184,0.204940349149018,2788.55668401718,601,387,3959,14,TRUE,864.144653320312,295.320861816406,85.9180297851562,0.939791142263859,84.0396760995226,27.8145954591218,82
"13523",13523,"/file/path/snapshot18282/VIS_SV_0_z1_h1_g0_e65_v500_new_53135_0.png",1296.5,37,37,2,1365,637,0,28161,100,0,0,TRUE,28161,88848,0.316957050243112,2622.16061353683,257,637,3247,17,TRUE,538.613525390625,220.997451782227,17.9455795288086,0.911946996656398,74.998312415059,25.3926101245963,78
"13524",13524,"/file/path/snapshot18282/VIS_SV_90_z1_h1_g0_e65_v500_new_53136_0.png",1296.5,37,37,2,1365,658,0,51055,100,0,0,TRUE,51055,326127,0.156549442395141,5021.05893373489,906,658,5901,18,TRUE,1484.54992675781,447.807769775391,111.081756591797,0.953420162686216,78.2803407527585,28.5903971088856,80
"13525",13525,"/file/path/snapshot18283/VIS_SV_0_z1_h1_g0_e65_v500_new_53141_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13526",13526,"/file/path/snapshot18283/VIS_SV_90_z1_h1_g0_e65_v500_new_53142_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13527",13527,"/file/path/snapshot18284/VIS_SV_0_z1_h1_g0_e65_v500_new_53147_0.png",1296.5,37,37,11,1365,949,0,85848,100,0,0,TRUE,85848,248033.5,0.34611453694763,3483.60336649418,445,949,6338,19,TRUE,852.355224609375,385.465881347656,0.0639193877577782,0.891898215204853,73.0876087185705,24.3985947811282,78
"13528",13528,"/file/path/snapshot18284/VIS_SV_90_z1_h1_g0_e65_v500_new_53148_0.png",1296.5,37,37,6,1365,926,0,110674,100,0,0,TRUE,110674,787022.5,0.140623679755026,11562.6108250618,1373,926,8998,22,TRUE,1174.75341796875,749.353271484375,78.825927734375,0.770134670126897,72.988221749653,28.4257294772919,76
"13529",13529,"/file/path/snapshot18285/VIS_SV_0_z1_h1_g0_e65_v500_new_53153_0.png",1296.5,37,37,2,1365,480,0,27622,100,0,0,TRUE,27622,238111.5,0.116004476894228,3726.58820950985,864,480,5699,24,TRUE,763.882507324219,343.571868896484,79.5135955810547,0.893144129759384,80.8834954263996,32.8500127710276,78
"13530",13530,"/file/path/snapshot18285/VIS_SV_90_z1_h1_g0_e65_v500_new_53154_0.png",1296.5,37,37,3,1365,453,0,22829,100,0,0,TRUE,22829,62102.5,0.367601948391772,2697.67608141899,252,453,2788,16,TRUE,403.876861572266,225.605010986328,174.350234985352,0.829438189659929,82.6487774728165,23.6032934505119,82
"13531",13531,"/file/path/snapshot18286/VIS_SV_0_z1_h1_g0_e65_v500_new_53156_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13532",13532,"/file/path/snapshot18286/VIS_SV_90_z1_h1_g0_e65_v500_new_53157_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13533",13533,"/file/path/snapshot18287/VIS_SV_0_z1_h1_g0_e65_v500_new_53165_0.png",1296.5,37,37,2,1365,437,0,26131,100,0,0,TRUE,26131,157245.5,0.166179636301198,3596.35293316841,526,437,3537,18,TRUE,689.248291015625,344.967987060547,87.6411056518555,0.865737192549529,82.5020445504736,29.3288807966036,82
"13534",13534,"/file/path/snapshot18287/VIS_SV_90_z1_h1_g0_e65_v500_new_53166_0.png",1296.5,37,37,2,1365,433,42,25287,97.7086553323029,593,2.29134466769706,TRUE,25880,152819.5,0.169350115659324,3607.74408853054,585,475,4226,20,TRUE,594.26708984375,321.438110351562,116.52360534668,0.841087947200784,84.0574507669449,32.7351314584514,82
"13535",13535,"/file/path/snapshot18288/VIS_SV_0_z1_h1_g0_e65_v500_new_53171_0.png",1296.5,37,37,7,1365,911,0,66289,100,0,0,TRUE,66289,512968,0.12922638449182,7862.98201298714,1072,911,7121,14,TRUE,1537.10290527344,800.618408203125,120.997215270996,0.853640928451233,45.0586731520923,31.9040304867259,48
"13536",13536,"/file/path/snapshot18288/VIS_SV_90_z1_h1_g0_e65_v500_new_53172_0.png",1296.5,37,37,8,1365,915,0,55025,100,0,0,TRUE,55025,146060,0.376728741613036,4898.27681863308,331,915,5422,23,TRUE,9133.24609375,3424.0927734375,0,0.927063538066026,38.0934643093989,25.7725545946331,36
"13537",13537,"/file/path/snapshot18289/VIS_SV_0_z1_h1_g0_e65_v500_new_53177_0.png",1296.5,37,37,2,1365,818,0,51112,100,0,0,TRUE,51112,367519.5,0.139072892730862,5125.27300107479,814,818,5884,15,TRUE,1705.3486328125,473.415466308594,114.746795654297,0.960694936510409,77.0243069272801,28.6136365261167,78
"13538",13538,"/file/path/snapshot18289/VIS_SV_90_z1_h1_g0_e65_v500_new_53178_0.png",1296.5,37,37,2,1365,788,0,49922,100,0,0,TRUE,49922,218822.5,0.228139245278708,4608.95586717129,565,788,4791,19,TRUE,2638.57885742188,810.006164550781,144.750839233398,0.951714104383484,77.5028555311325,22.1103400510249,80
"13539",13539,"/file/path/snapshot18290/VIS_SV_0_z1_h1_g0_e65_v500_new_53180_0.png",1296.5,37,37,3,1365,685,0,58733,100,0,0,TRUE,58733,354336,0.16575510250158,6013.86165964603,859,685,5689,19,TRUE,1240.38671875,471.655792236328,72.8823394775391,0.924884159521233,68.5260074895882,23.9097379332933,70
"13540",13540,"/file/path/snapshot18290/VIS_SV_90_z1_h1_g0_e65_v500_new_53181_0.png",1296.5,37,37,3,1365,683,0,55826,100,0,0,TRUE,55826,333617.5,0.167335346617009,5940.780356884,767,683,5548,23,TRUE,1097.34436035156,561.572998046875,110.287925720215,0.859130600277986,68.8407111101922,24.4475688821989,70
"13541",13541,"/file/path/snapshot18291/VIS_SV_0_z1_h1_g0_e65_v500_new_53189_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13542",13542,"/file/path/snapshot18291/VIS_SV_90_z1_h1_g0_e65_v500_new_53190_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13543",13543,"/file/path/snapshot18292/VIS_SV_0_z1_h1_g0_e65_v500_new_53192_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13544",13544,"/file/path/snapshot18292/VIS_SV_90_z1_h1_g0_e65_v500_new_53193_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13545",13545,"/file/path/snapshot18293/VIS_SV_0_z1_h1_g0_e65_v500_new_53198_0.png",1296.5,37,37,6,1365,708,0,54287,100,0,0,TRUE,54287,336475,0.161340367040642,6290.66352558136,839,708,5131,16,TRUE,996.511413574219,453.384307861328,60.9852561950684,0.890505991138236,60.8421333758288,33.9646963723175,62
"13546",13546,"/file/path/snapshot18293/VIS_SV_90_z1_h1_g0_e65_v500_new_53199_0.png",1296.5,37,37,3,1365,729,0,56695,100,0,0,TRUE,56695,270244,0.20979189177188,5259.47582137585,703,729,4532,12,TRUE,789.823608398438,476.688842773438,46.6991920471191,0.797333965081755,63.3138391927818,31.0984566995502,68
"13547",13547,"/file/path/snapshot18294/VIS_SV_0_z1_h1_g0_e65_v500_new_53207_0.png",1296.5,37,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13548",13548,"/file/path/snapshot18294/VIS_SV_90_z1_h1_g0_e65_v500_new_53208_0.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13549",13549,"/file/path/snapshot18295/VIS_SV_0_z1_h1_g0_e65_v500_new_53213_0.png",1296.5,37,37,5,1365,1136,0,71517,100,0,0,TRUE,71517,351348,0.203550326172342,5878.29725039005,561,1136,6890,13,TRUE,961.380249023438,435.563812255859,160.031845092773,0.891479562387637,41.8486803604202,27.9352098064595,42
